index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
19193,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19194,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19195,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19196,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19197,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19198,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19199,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19200,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19201,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19202,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19203,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19204,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19205,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19206,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19207,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19208,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19209,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19210,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19211,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19212,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19213,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19214,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19215,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19216,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19217,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19218,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19219,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19220,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19221,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19222,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19223,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19224,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19225,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19226,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19227,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19228,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19229,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19230,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19231,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19232,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19233,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19234,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19235,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19236,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19237,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19238,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,10-12-15
19239,Resort Hotel,0,3,2015,December,50,10,0,0,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,0.0,0,2,Check-Out,10-12-15
19240,Resort Hotel,0,4,2015,December,50,11,0,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,13-12-15
19241,Resort Hotel,0,1,2015,December,50,11,0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,A,0,No Deposit,,154.0,0,Transient,0.0,0,0,Check-Out,11-12-15
19242,Resort Hotel,0,15,2015,December,50,8,0,3,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,39.0,0,1,Check-Out,11-12-15
19243,Resort Hotel,0,0,2015,December,50,11,0,0,1,0.0,0,BB,RUS,Direct,Direct,1,0,0,A,D,1,No Deposit,,,0,Transient,0.0,0,0,Check-Out,11-12-15
19244,Resort Hotel,0,0,2015,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,144.0,0,Transient,25.0,0,0,Check-Out,11-12-15
19245,Resort Hotel,0,1,2016,January,3,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,E,G,0,No Deposit,,144.0,0,Transient,0.0,1,0,Check-Out,15-01-16
19246,Resort Hotel,0,9,2016,May,19,6,1,2,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,E,F,0,No Deposit,,144.0,0,Transient,50.0,1,1,Check-Out,09-05-16
19247,Resort Hotel,0,0,2015,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,144.0,0,Transient,25.0,0,0,Check-Out,11-12-15
19248,Resort Hotel,0,1,2016,January,3,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,I,0,No Deposit,,144.0,0,Transient-Party,30.0,1,0,Check-Out,15-01-16
19249,Resort Hotel,0,2,2015,December,50,9,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,11-12-15
19250,Resort Hotel,0,0,2015,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,0,1,Check-Out,11-12-15
19251,Resort Hotel,0,0,2015,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,1,1,Check-Out,11-12-15
19252,Resort Hotel,0,0,2016,January,3,11,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,D,D,0,No Deposit,,,0,Transient,38.0,1,1,Check-Out,12-01-16
19253,Resort Hotel,0,0,2016,April,16,11,1,0,2,0.0,0,BB,PRT,Direct,Corporate,1,0,2,A,A,0,No Deposit,,,0,Transient,59.4,0,1,Check-Out,12-04-16
19254,Resort Hotel,0,4,2015,December,50,8,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,339.0,,0,Transient,24.0,1,0,Check-Out,11-12-15
19255,Resort Hotel,1,7,2016,October,43,17,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,H,0,No Deposit,,,0,Transient,46.0,0,0,No-Show,17-10-16
19256,Resort Hotel,1,86,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,11-12-15
19257,Resort Hotel,1,86,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,11-12-15
19258,Resort Hotel,0,1,2015,December,50,9,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,69.0,1,0,Check-Out,11-12-15
19259,Resort Hotel,0,1,2015,December,50,10,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,11-12-15
19260,Resort Hotel,1,40,2015,December,52,23,0,2,3,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,196.0,,0,Transient-Party,92.5,0,2,Canceled,11-12-15
19261,Resort Hotel,1,40,2015,December,52,23,0,2,1,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,196.0,,0,Transient-Party,50.0,0,1,Canceled,11-12-15
19262,Resort Hotel,1,147,2016,April,18,29,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,240.0,,0,Transient,79.2,0,0,Canceled,11-12-15
19263,Resort Hotel,1,14,2015,December,52,22,2,6,3,1.0,0,BB,PRT,Online TA,TA/TO,0,1,0,H,H,1,No Deposit,240.0,,0,Transient,91.3,0,0,Canceled,11-12-15
19264,Resort Hotel,1,16,2015,December,52,25,2,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,46.0,0,1,Canceled,11-12-15
19265,Resort Hotel,1,13,2015,December,52,24,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,1,1,0,E,E,1,No Deposit,240.0,,0,Transient,105.0,0,0,Canceled,11-12-15
19266,Resort Hotel,1,3,2015,December,50,11,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,0,No-Show,11-12-15
19267,Resort Hotel,0,7,2015,December,50,10,0,2,2,0.0,0,BB,LTU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,38.4,0,1,Check-Out,12-12-15
19268,Resort Hotel,0,6,2015,December,50,9,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,12-12-15
19269,Resort Hotel,0,0,2015,December,50,8,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,,240.0,0,Transient,48.0,0,0,Check-Out,12-12-15
19270,Resort Hotel,0,5,2015,December,50,6,2,4,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171.0,,0,Transient,71.0,0,0,Check-Out,12-12-15
19271,Resort Hotel,0,23,2015,December,50,11,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,2,Check-Out,12-12-15
19272,Resort Hotel,0,11,2015,December,50,7,1,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,26.0,0,0,Check-Out,12-12-15
19273,Resort Hotel,0,8,2015,December,49,5,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,37.7,0,0,Check-Out,12-12-15
19274,Resort Hotel,0,3,2015,December,50,11,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,12-12-15
19275,Resort Hotel,0,17,2015,December,50,6,2,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,26.0,0,0,Check-Out,12-12-15
19276,Resort Hotel,0,0,2015,December,50,9,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,43.0,0,0,Check-Out,12-12-15
19277,Resort Hotel,0,80,2015,December,50,6,2,4,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,27.9,0,0,Check-Out,12-12-15
19278,Resort Hotel,0,0,2016,January,2,6,0,3,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,314.0,,0,Transient,29.0,0,0,Check-Out,09-01-16
19279,Resort Hotel,0,0,2015,December,50,9,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,43.0,0,0,Check-Out,12-12-15
19280,Resort Hotel,0,0,2015,December,50,9,0,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,242.0,,0,Transient,58.2,1,0,Check-Out,12-12-15
19281,Resort Hotel,0,17,2015,December,49,5,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171.0,,0,Transient,72.86,0,0,Check-Out,12-12-15
19282,Resort Hotel,1,28,2016,January,1,1,2,6,2,2.0,0,BB,PRT,Online TA,TA/TO,0,1,0,G,G,1,No Deposit,240.0,,0,Transient,94.25,0,0,Canceled,12-12-15
19283,Resort Hotel,1,318,2016,October,43,21,2,5,1,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,175.0,,0,Transient,56.7,0,0,Canceled,12-12-15
19284,Resort Hotel,1,28,2016,January,2,5,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,0,Canceled,12-12-15
19285,Resort Hotel,1,49,2016,January,2,4,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,240.0,,0,Transient,59.4,0,3,Canceled,12-12-15
19286,Resort Hotel,1,12,2015,December,52,23,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,240.0,,0,Transient,75.0,0,1,Canceled,12-12-15
19287,Resort Hotel,0,1,2015,December,50,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,54.0,1,1,Check-Out,13-12-15
19288,Resort Hotel,1,8,2015,December,50,12,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,98.0,0,0,No-Show,12-12-15
19289,Resort Hotel,0,1,2015,December,50,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,13-12-15
19290,Resort Hotel,0,0,2015,December,50,11,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,46.0,0,0,Check-Out,13-12-15
19291,Resort Hotel,0,1,2015,December,50,12,0,1,2,0.0,1,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,73.0,0,2,Check-Out,13-12-15
19292,Resort Hotel,0,11,2015,December,50,9,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,46.4,0,1,Check-Out,13-12-15
19293,Resort Hotel,0,26,2015,December,50,12,0,1,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,104.0,1,2,Check-Out,13-12-15
19294,Resort Hotel,0,1,2015,December,50,12,0,1,2,0.0,1,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,79.0,1,1,Check-Out,13-12-15
19295,Resort Hotel,0,1,2015,December,50,12,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,79.0,1,1,Check-Out,13-12-15
19296,Resort Hotel,0,1,2015,December,50,12,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,58.0,0,2,Check-Out,13-12-15
19297,Resort Hotel,0,3,2015,December,50,12,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,46.0,1,0,Check-Out,13-12-15
19298,Resort Hotel,0,26,2015,December,50,10,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,26.1,0,0,Check-Out,13-12-15
19299,Resort Hotel,0,4,2015,December,50,11,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,13-12-15
19300,Resort Hotel,0,1,2015,December,50,10,0,3,1,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,32.0,0,0,Check-Out,13-12-15
19301,Resort Hotel,0,16,2015,December,50,11,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,52.4,1,1,Check-Out,13-12-15
19302,Resort Hotel,0,3,2015,December,50,10,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,29.0,0,0,Check-Out,13-12-15
19303,Resort Hotel,0,17,2015,December,50,12,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,69.0,0,0,Check-Out,13-12-15
19304,Resort Hotel,0,1,2015,December,50,12,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,79.0,1,3,Check-Out,13-12-15
19305,Resort Hotel,0,2,2015,December,50,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,13-12-15
19306,Resort Hotel,0,3,2015,December,50,12,0,1,3,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,154.0,0,0,Check-Out,13-12-15
19307,Resort Hotel,0,69,2016,December,52,23,0,2,2,2.0,0,HB,PRT,Online TA,TA/TO,1,0,1,G,G,0,No Deposit,240.0,,0,Transient-Party,136.0,0,1,Check-Out,25-12-16
19308,Resort Hotel,0,0,2015,December,50,12,0,1,2,1.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,37.25,0,1,Check-Out,13-12-15
19309,Resort Hotel,0,4,2015,December,50,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,13-12-15
19310,Resort Hotel,0,14,2015,December,50,11,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,127.0,,0,Transient,30.5,0,0,Check-Out,13-12-15
19311,Resort Hotel,0,2,2015,December,50,12,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,25.0,0,0,Check-Out,13-12-15
19312,Resort Hotel,0,4,2015,December,50,12,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,43.0,0,0,Check-Out,13-12-15
19313,Resort Hotel,0,4,2015,December,50,11,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,47.0,0,0,Check-Out,13-12-15
19314,Resort Hotel,0,63,2016,November,47,18,0,2,2,0.0,0,BB,PRT,Direct,TA/TO,1,0,1,A,A,1,No Deposit,250.0,,0,Transient,37.0,0,0,Check-Out,20-11-16
19315,Resort Hotel,0,3,2015,December,50,12,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,330.0,,0,Transient-Party,25.0,0,1,Check-Out,13-12-15
19316,Resort Hotel,0,3,2015,December,50,12,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,330.0,,0,Transient-Party,29.0,0,1,Check-Out,13-12-15
19317,Resort Hotel,0,3,2015,December,50,12,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,330.0,,0,Transient-Party,29.0,0,1,Check-Out,13-12-15
19318,Resort Hotel,0,1,2015,December,50,12,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,79.0,1,1,Check-Out,13-12-15
19319,Resort Hotel,0,36,2015,December,50,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,13-12-15
19320,Resort Hotel,0,9,2015,December,50,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,44.4,1,2,Check-Out,13-12-15
19321,Resort Hotel,0,9,2015,December,51,14,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,0,0,Check-Out,15-12-15
19322,Resort Hotel,0,5,2015,December,50,10,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Transient,42.75,0,0,Check-Out,14-12-15
19323,Resort Hotel,0,12,2015,December,50,12,1,1,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,43.0,0,0,Check-Out,14-12-15
19324,Resort Hotel,0,0,2015,December,51,14,0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,D,D,0,No Deposit,,195.0,0,Transient,0.0,0,0,Check-Out,14-12-15
19325,Resort Hotel,0,0,2016,February,9,22,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,195.0,,0,Transient,30.0,0,0,Check-Out,23-02-16
19326,Resort Hotel,0,23,2015,December,50,9,1,4,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,49.4,0,0,Check-Out,14-12-15
